DateTime,A_kWh,B_kWh,C_kWh,weekday
2019/10/14 18:06,0,270,174,1
2019/10/14 18:07,0,264,192,1
2019/10/14 18:08,0,264,186,1
2019/10/14 18:09,0,264,180,1
2019/10/14 18:10,0,270,168,1
2019/10/14 18:11,0,270,186,1
2019/10/14 18:12,0,276,186,1
2019/10/14 18:13,0,276,180,1
2019/10/14 18:14,0,276,198,1
2019/10/14 18:15,0,270,162,1
2019/10/14 18:16,0,276,186,1
2019/10/14 18:17,0,276,186,1
2019/10/14 18:18,0,264,180,1
2019/10/14 18:19,0,270,162,1
2019/10/14 18:20,0,270,174,1
2019/10/14 18:21,0,276,162,1
2019/10/14 18:22,0,270,180,1
2019/10/14 18:23,0,276,180,1
2019/10/14 18:24,0,276,180,1
2019/10/14 18:25,0,270,162,1
2019/10/14 18:26,0,270,180,1
2019/10/14 18:27,0,276,168,1
2019/10/14 18:28,0,276,162,1
2019/10/14 18:29,0,270,186,1
2019/10/14 18:30,0,270,162,1
2019/10/14 18:31,0,276,186,1
2019/10/14 18:32,0,282,192,1
2019/10/14 18:33,0,282,192,1
2019/10/14 18:34,0,276,168,1
2019/10/14 18:35,0,276,180,1
2019/10/14 18:36,0,276,162,1
2019/10/14 18:37,0,282,192,1
2019/10/14 18:38,0,282,168,1
2019/10/14 18:39,0,282,186,1
2019/10/14 18:40,0,282,174,1
2019/10/14 18:41,0,288,174,1
2019/10/14 18:42,0,294,174,1
2019/10/14 18:43,0,282,192,1
2019/10/14 18:44,0,276,168,1
2019/10/14 18:45,0,258,168,1
2019/10/14 18:46,0,258,150,1
2019/10/14 18:47,0,258,168,1
2019/10/14 18:48,0,252,156,1
2019/10/14 18:49,0,306,210,1
2019/10/14 18:50,0,312,192,1
2019/10/14 18:51,0,312,210,1
2019/10/14 18:52,0,306,204,1
2019/10/14 18:53,0,294,186,1
2019/10/14 18:54,0,294,162,1
2019/10/14 18:55,0,294,186,1
2019/10/14 18:56,0,282,168,1
2019/10/14 18:57,0,288,186,1
2019/10/14 18:58,0,300,180,1
2019/10/14 18:59,0,294,198,1
2019/10/14 19:00,0,294,174,1
2019/10/14 19:01,0,294,198,1
2019/10/14 19:02,0,294,180,1
2019/10/14 19:03,0,300,198,1
2019/10/14 19:04,0,306,186,1
2019/10/14 19:05,0,306,192,1
2019/10/14 19:06,0,288,162,1
2019/10/14 19:07,0,294,186,1
2019/10/14 19:08,0,288,162,1
2019/10/14 19:09,0,306,180,1
2019/10/14 19:10,0,318,174,1
2019/10/14 19:11,0,312,186,1
2019/10/14 19:12,0,294,162,1
2019/10/14 19:13,0,282,186,1
2019/10/14 19:14,0,282,192,1
2019/10/14 19:15,0,282,168,1
2019/10/14 19:16,0,276,174,1
2019/10/14 19:17,0,282,192,1
2019/10/14 19:18,0,276,162,1
2019/10/14 19:19,0,294,192,1
2019/10/14 19:20,0,300,156,1
2019/10/14 19:21,0,282,192,1
2019/10/14 19:22,0,294,168,1
2019/10/14 19:23,0,300,180,1
2019/10/14 19:24,0,306,162,1
2019/10/14 19:25,0,288,168,1
2019/10/14 19:26,0,276,168,1
2019/10/14 19:27,0,282,174,1
2019/10/14 19:28,0,288,174,1
2019/10/14 19:29,0,276,168,1
2019/10/14 19:30,0,270,168,1
2019/10/14 19:31,0,276,180,1
2019/10/14 19:32,0,276,162,1
2019/10/14 19:33,0,282,156,1
2019/10/14 19:34,0,276,174,1
2019/10/14 19:35,0,270,174,1
2019/10/14 19:36,0,276,174,1
2019/10/14 19:37,0,264,162,1
2019/10/14 19:38,0,270,168,1
2019/10/14 19:39,0,276,162,1
2019/10/14 19:40,0,288,198,1
2019/10/14 19:41,0,276,168,1
2019/10/14 19:42,0,276,192,1
2019/10/14 19:43,0,288,198,1
2019/10/14 19:44,0,312,204,1
2019/10/14 19:45,0,288,168,1
2019/10/14 19:46,0,276,180,1
2019/10/14 19:47,0,276,156,1
2019/10/14 19:48,0,288,162,1
2019/10/14 19:49,0,276,180,1
2019/10/14 19:50,0,276,180,1
2019/10/14 19:51,0,276,162,1
2019/10/14 19:52,0,276,174,1
2019/10/14 19:53,0,288,186,1
2019/10/14 19:54,0,282,162,1
2019/10/14 19:55,0,276,150,1
2019/10/14 19:56,0,282,174,1
2019/10/14 19:57,0,288,180,1
2019/10/14 19:58,0,282,174,1
2019/10/14 19:59,0,276,168,1
2019/10/14 20:00,0,306,186,1
